Company_Symbol,Total-Score,E-Score,S-Score,G-Score
CME,17.140784629959946,2.096422285936057,5.958596188330771,9.150482073002287
CMG,20.291670875949407,7.357997672818719,9.144281645778879,3.330326431145143
CMI,20.635778553878573,8.078750094109218,7.764660217165887,4.968030527687074
CMS,18.509096142613107,8.145239386200563,5.851622464899004,4.542973509438617
CNC,14.146227570534966,0.06218548316945284,9.73466895208914,4.459846197638376
CNP,23.530170306871675,10.44386287594564,9.195190011455937,3.8401110892918298
COF,20.20951907293434,0.28305661876560656,11.076783269307272,9.433120771782052
COO,14.074041359722216,2.786307143836576,7.580937679487964,4.29395858941866
COP,34.63787056804519,17.816848233205455,8.864244339269046,7.821788038643537
COR,7.407914865222867,0.3695304810562544,5.770094780258004,1.2682819323497037
COST,28.42173660637527,8.71447473962857,16.776975751089974,4.86736332275512
CPB,26.27040246181475,12.475426619175886,9.721866696533784,3.803842395975701
CPRT,14.623817267105299,0.9523934071333846,8.987910392095504,4.499497268523886
CPT,14.029843607035142,3.39675412290278,3.8024551613647155,7.094821910275625
CRM,13.431051483120708,1.1603014759185295,7.429298684362315,4.830339156670189
CSCO,12.987546989921317,0.3173453059056709,7.479546776574972,5.409853626934857
CSGP,20.356546280575063,5.7532519330940985,9.171578290940573,7.0358255723552094
CSX,20.899534517602113,7.337176039372939,9.331689709482202,4.262925955689942
CTAS,15.63806894171157,2.711946401048679,7.463452879577275,4.794837753765981
CTRA,28.257714880597135,12.99750460735105,6.64394600124694,5.254548836375539
CTSH,13.678333881580457,2.414676226978364,7.143863527115963,4.024399911238268
CVS,19.777562618017345,-0.7838459856293982,14.923560276119895,5.526710610563126
CVX,35.464314817739236,16.81645208268784,8.765293388633872,9.706418300530602
D,27.006739636378352,13.017155568390606,8.070892070780278,5.299499944540461
DAL,31.339404490253052,11.380150551593767,14.448107537755675,5.411813432085787
DD,25.93462987651626,15.25136959805001,6.77811337731025,3.944107847662738
DE,17.01464517295663,2.1836788070488486,9.378944259327364,5.583303527044925
DELL,15.692123083839576,0.7701339804445444,7.844217848293686,7.430966467791796
DFS,22.64561667948881,0.2866572472809915,12.095083004699276,10.299536061891686
DG,20.17163515427614,3.8125955620728966,12.149307995375908,4.646000307582726
DGX,21.207870756229802,0.2693788284009783,13.750022818970427,7.226539958015012
DHI,21.27201391723277,10.390033480085808,6.278926259165129,5.330242815464867
DHR,4.499191309115279,0.28148572403835503,0.7817199005499994,3.4751188111076177
DIS,15.099749838410403,0.08673786556915387,9.466159781070859,5.515668496141826
DLR,12.197688292693737,3.6535333390815348,2.186064043015344,6.264926578738049
DLTR,17.541896189577898,3.0840617824086323,12.107514620077193,2.3432239675941995
DOV,22.310217511473283,6.909784661594512,11.595265964522484,4.330597007985696
DPZ,29.1392977235164,10.585714222310397,12.83381002976399,5.7581515083501955
DRI,28.989696452629648,11.128449648473012,13.880217360551743,3.9212177267667037
DTE,29.982125035908247,13.937667528222132,11.085391965554509,4.991835250627115
DUK,24.86401846165453,12.775641457637061,9.607585118317623,2.7832701064252663
DVA,21.951664514236786,0.06199981160197504,14.644245445175523,7.318904743102033
DVN,32.29696632062227,18.367422968047816,7.71619911523922,6.75095821024927
DXCM,19.190310964361796,3.7467034929705525,8.196189125253643,7.491120613694759
EA,12.534302624975016,0.2739166345318824,8.105997580972424,4.15795868065217
EBAY,14.662575981877021,2.770765651658995,6.8846386150187895,4.826899248911512
ECL,20.792139532221565,9.30036804480206,6.345476148874527,5.1868757027275825
ED,20.912635541589687,7.896338834063639,7.791144620201189,4.680440036372482
EFX,21.469765430466676,0.19335917056756496,15.784010389354773,5.613632632582754
EIX,23.495406142151715,8.076621513672402,12.536085034750148,3.4457436664420045
EL,24.223596360724507,5.5588795526076575,11.294671521293811,7.741959482589165
EMN,24.832395478000745,13.177870041928728,6.238516851366785,5.180458679653156
EMR,23.54442960824247,6.9091146565641965,12.887343056997532,4.330567859240892
EOG,32.53381949994682,19.8669400442149,5.049793186426291,6.444022062874055
EQIX,12.475537010810909,2.885216833392697,4.961676351731879,4.744884758731757
EQR,10.168427123789435,2.661543980282279,2.3112835044779705,5.235778114419731
EQT,32.70547796278423,16.313534905335757,10.01540700051181,6.237648401021728
ERIE,28.060917718623443,2.9064187156611614,11.8178057815336,13.411664095413988
ES,16.956648105596297,3.495381902887169,7.898286504195015,5.573195526153299
ESS,11.022385108236216,3.18790511218491,2.2698750363654137,5.479008568898204
ETN,20.57360099457291,7.310592082694936,8.780198915608997,4.39551803688264
ETR,23.88536562895744,13.882314017062502,5.522781019128541,4.453546810883465
EW,20.910801656470504,2.989836236065221,12.061083222630495,5.683417545909114
EXC,19.361601624318514,6.286238583049028,8.402895457174523,4.684598190763433
EXPD,16.189267210417185,4.502374585750679,7.447790087188517,4.284093324233235
EXPE,24.25352347775489,2.412538282457244,12.89182231177908,9.457881050288075
EXR,14.030606362818983,3.972733387668444,3.812474535719821,6.193674238937686
F,21.532750114132604,7.134516707716661,6.461964054760361,7.621369134465167
FAST,25.6167527899102,10.532753893935695,8.37717359111486,7.061173179077791
FCX,26.162803458424115,16.041138112865397,6.774482114764643,4.206531036054765
FDS,16.560990173612772,4.490232969200071,9.00802797903185,3.406084431230912
FDX,18.615753783160862,5.572786082161057,8.440864317406527,4.793581488648675
FE,25.588251786153172,11.665667997909805,9.222404626132217,4.420978751027903
FFIV,17.113471945423136,4.230539616477669,8.173674932182863,4.419708626417883
FI,13.127454455826555,4.029964746665171,9.55031407109585,-0.46282164841634177
FIS,14.512485004711504,4.510266699816586,7.58704022011661,2.670192455191042
FITB,14.520551665143605,0.6272818778141088,7.387637709796856,6.306681197083369
FMC,25.407635357106095,11.525714056405361,7.695327930917928,5.340773853534216
FRT,10.33226225615104,2.272621288027659,5.966545092020913,1.7582016379876035
FTNT,15.834568115231491,3.0382264982877842,8.92930698033435,3.95846415407974
FTV,30.55357561862686,16.26376744501712,11.155874843776587,2.8738450284342507
GD,33.28800648737662,9.001667612328777,18.502636344468446,5.935936098787507
GE,32.958169915562955,13.317720163159326,12.219948660516396,7.147572022278181
GEN,12.418615717345284,4.861108320604196,5.8788497427715285,1.6786544767056755
GILD,21.82849282265913,0.8467094579859265,14.279426574484159,6.885434005968184
GIS,24.03621542183979,9.377717908070052,11.861769878155302,3.000360562059825
GL,18.533325203792383,1.1127738572748065,9.168640543384141,8.349841561341538
GLW,16.743677733148996,6.799225040143307,4.71159491118504,5.011760524406084
GM,27.320554162973387,8.561350183409159,13.806945840085927,4.858674679435387
GOOGL,22.619649220261266,2.012940562765107,9.414828350558398,11.65080175445358
GPC,13.360900033267622,4.473518036942763,5.304000881042361,3.1014405524412165
GPN,18.948858671960465,4.3353522259814286,9.840754779214365,4.793991305064077
GRMN,20.894208524659543,4.821505158903154,11.019466003979,4.235513532684406
GS,22.929487188610985,0.8523611646546648,12.811921421039534,9.832206889755629
GWW,16.449591771887945,4.9811226960056345,5.694680921130063,6.073980854387466
HAL,22.71742853316487,9.730256267612017,6.800156941860284,6.397465908582711
HAS,6.22732280281796,0.9868957570876425,2.5288362698475724,2.6903358629592344
HBAN,17.672451590876317,1.3184650561651776,8.350809322758158,7.621586167861568
HCA,28.698820626838643,4.5451902414449,19.137814548860003,5.1395179267377635
HD,12.413906140373204,3.5269931090447733,5.850776160380298,3.0874642683516282
HES,34.558426264673486,20.290556178399605,6.266590332686365,6.423691594616201
HIG,15.319480502662898,1.432731943610202,8.058795819498943,6.368792724276384
HLT,16.926354672263635,6.267716155753026,6.971347805185635,3.370830468985799
HOLX,22.02619579889338,4.235644820288521,11.727526314660006,6.209808741821819
HON,25.666374443829074,10.188502316947396,8.62469314527446,6.80416591283191
HPE,9.607541025485586,0.91489841369266,4.428263694819009,4.137859939755148
HPQ,10.757699432934327,0.19173061612681255,5.496230200918486,4.770242790925179
HRL,27.640413338220505,12.022365537939582,10.14495628153754,5.449377471803819
HSIC,13.795514687599066,2.1780113047681895,5.474384242299523,5.795951332428376
HST,12.770686022811923,2.9840117577746215,4.882692573690834,4.928858527665664
HSY,24.3744265000388,9.91923269750794,10.254450707788186,4.294446205396954
HUBB,18.061755573986133,8.374950498723454,6.519952461311813,2.8958604014146685
HUM,19.6797045969537,0.0070016657997497705,14.864710909904938,4.549009005984838
IBM,12.54138112061201,1.8288528744449597,5.561964000710754,5.167197997110062
ICE,19.12510410498144,1.7496065414357147,9.933978832933489,7.77703704850713
IDXX,13.807380125040869,1.9568237350609234,6.212595058489802,5.93479676811107
IEX,28.22753860427964,12.22574522917944,11.376841827429525,4.6404636590980175
IFF,23.386694560946115,12.06433165816696,5.766675193433112,4.799972757895197
INCY,24.297544436885282,1.5667399871743943,16.68143541659893,5.825683576046531
INTC,17.39235897830871,5.456592533315704,6.532260367558659,4.557089508421155
INTU,16.232696710845467,3.28260883577,9.007424765353173,4.0393885912048955
IP,23.863807352548676,14.302244395537437,5.480183080284055,3.0721576897927716
IPG,8.160294449579762,0.03418297121796099,4.115528755212242,3.6079326155141147
IQV,14.943616476406266,0.8966613615613388,9.58804984282698,4.915618444100959
IR,-15.568715274755911,-5.094258643157768,-3.8726859794771897,-6.5784242506179895
IRM,14.072974692484525,5.590431313394616,3.3803027105150756,5.253028290029814
ISRG,16.45600602071435,2.422729076175596,7.98262756881735,5.792418780391885
IT,17.185174952022315,0.22718961757548395,12.043761662167105,5.016598550563311
ITW,25.233385679945705,8.661934495638858,10.619499134344139,5.985620956737096
IVZ,19.66711199695455,0.03059960331753291,10.036574670646994,9.44939838123647
J,23.062757045691534,6.454575868030228,11.666942402476009,4.362877841194169
JBHT,12.508482742434898,1.785821945688707,6.215525722857434,4.535037243636941
JCI,14.624105183302504,6.363655273515751,4.8392779662818,3.4111318686926486
JKHY,17.55197502489505,4.493795001252474,8.109048379832617,4.959908734815536
JNJ,20.27502648217544,0.8217267235677641,11.893994168789956,6.128663843888014
JNPR,13.601702891901102,2.634192523234507,6.927855512919244,3.9659329442105244
JPM,29.85979938117171,2.145277912019791,15.84736700738991,11.644171997830181
K,30.368626971757227,14.288884622863682,12.012049748851558,3.904185564989274
KEY,21.800987760346473,1.5310890719954258,9.372939530054165,10.965843745350789
KEYS,8.113075061536602,4.13187652809116,1.3704961953866135,3.11290261937347
KHC,30.760269556831638,13.848644092189351,14.27324377578715,4.2977962909037615
KIM,10.104063761903502,2.1540923415501334,2.4685735058486094,5.566177361707342
KLAC,15.5642844613327,7.035623859368135,4.536491006331579,3.9744576662540263
KMB,26.005502638168615,10.520179004070792,9.981943869233351,5.555161592403015
KMI,21.206070622784793,7.912167975286512,8.79315475260616,4.758372187596203
KMX,10.743236196351322,0.2036503307646027,7.900561879732933,2.7419033210798345
KO,22.658864382966286,8.43478183088683,9.847551096932206,4.454617490543233
KR,22.6477639961387,7.302829788799363,10.365667376754734,5.038301748381284
L,25.577702002990108,1.7844105348935073,10.301241730523016,13.51488465137688
LDOS,14.932916033241735,3.3247486183824613,7.2746752725381665,4.243513612343443
LEN,25.670366701895155,11.718307268263171,8.483477184240387,5.714554644559906
LH,19.601072673663143,0.20265767212088645,12.220560850419039,6.742376506451502
LII,18.834065701423548,8.443658362968872,2.7094724834162514,6.6783475476460605
LKQ,10.180202787461637,3.7762161869584245,3.899469818268577,2.820566051284587
LLY,22.289972068395013,2.850455953854971,11.829217124581461,7.6349145312609945
LMT,27.78720636919622,7.826163037771988,14.228000907691325,6.415973591011086
LNT,14.536817617779596,5.007730606809145,4.505398824833335,5.217488100511465
LOW,11.356632953977272,3.171399520355702,5.763479103077363,2.538662013674762
LRCX,12.38878988020598,4.387057865757114,3.590854475020566,3.707341944300977
LULU,15.504347910000977,1.880011040446354,9.062429791405203,4.570953736751746
LUV,28.904219831420836,10.235203034224387,12.43527114453779,5.589636016604578
LVS,19.86488472752987,2.2811934316079503,9.711570934460848,8.359079482291135
LYB,19.442161288879007,13.849867655305179,2.0054820923487258,3.351977644536479
MA,16.235389069836756,2.0631008397686115,7.54853455824726,6.761516090805384
MAA,10.782827301053636,3.4651985212024585,2.123268265943961,5.181215505765342
MAR,18.88705565827634,6.967183995854143,8.361274462189156,3.572552457452042
MAS,23.464899812626175,11.060269950048015,6.684245483933154,5.622542096352488
MCD,25.67115422121956,8.698201201024222,11.368064210455929,4.895234892152536
MCHP,28.854179394400745,14.294569823305824,8.062856626818787,7.082548243330072
MCK,12.271545819177978,1.6194169111579506,6.059118210091215,4.634670517216782
MCO,13.829764605724801,1.4724095165896043,5.643831796353356,6.68927499730558
MDLZ,20.381052152097233,7.0668181093732585,9.445263898221503,4.013114435174582
MDT,22.206332798861364,1.7000701361322672,13.097114886178796,6.5827604191462665
MET,13.265379153841058,0.3637716950234831,5.938653586124891,6.98895838613997
META,42.15198334255215,3.6287323404056284,24.84729436279378,7.520376756533913
MGM,23.83867516577871,1.0259713304191682,13.179533288994739,10.252116710016526
MHK,14.366308190069816,6.157863503801512,3.5179283384660494,4.146277557043595
MKC,25.385014726301755,8.642671169507501,11.992868038642959,3.9966068324007593
MLM,26.55343250672583,15.024426582589925,6.1053219031442065,5.3353275426175015
MMC,20.334934387758345,0.1643644088994845,11.494315773186408,8.931709757808882
MMM,40.888082695308086,18.694634771859377,16.099034644577394,5.590117422237286
MNST,32.59483118090766,14.502928252981269,12.24145889124665,4.250409955814949
MO,32.00531869901723,6.4582815221477174,18.570392740259905,6.972365541211209
MOS,36.466270448214594,17.878521697818435,11.676068378522208,7.025872025414256
MPC,29.268066476685163,17.378062569463705,8.16686298186986,3.8334920702960376
MRK,18.488297389333134,2.6168686898945728,10.293381945162636,5.789482938421059
MS,24.502809289754094,1.233136866902392,11.71592844423235,11.56798695003695
MSCI,12.14835169724375,2.6198514326856657,2.7451577720488474,6.78095321471301
MSFT,14.908849875558545,1.8107808933900238,7.142084001764405,5.276048281618669
MSI,12.455867973524118,2.5460873878845813,4.9337471772181125,5.114538835027176
MTB,26.281439577369774,2.1999164056697853,11.012107858826665,11.934302640473579
MTD,11.592078153960724,0.9456095557555475,7.479052613622505,3.204674178395307
MU,14.17977529158097,5.887035081564698,4.041395074785531,4.257622101276795
NCLH,24.143702088291786,7.96268890290735,10.52102482737374,5.059779458146843
NDAQ,11.890692333150888,0.03484804400528678,5.936842997160072,5.995494606153568
NDSN,23.061066657628423,7.963857596119344,10.85776810951654,4.219469443845103
NEE,21.1619425407332,10.005215571573313,8.443673451021002,4.908044961443415
NEM,20.671529608057575,7.398501451063202,8.806007879502996,4.3662406586419875
NFLX,15.362341029598173,-0.17134087631147724,6.9440949683116715,8.048462401489768
NI,20.95891028074915,9.278151101933643,7.9005894198230635,3.060818538661553
NKE,19.22665579644656,3.2821047924897173,10.627454538205786,5.3946518817807005
NOC,26.02454584615113,6.885942807586664,14.718759499033169,4.463082334068279
NOW,14.308754775696618,3.7074569020887993,6.535929384161503,4.071207551641839
NRG,31.440121471348952,17.583477555004464,9.23194564474666,4.617464836405292
NSC,22.938872966648894,8.08787530781138,10.360091441188437,5.047183334647171
NTAP,13.372489055203483,2.1363830936300654,6.841596427771476,4.195491053533035
NTRS,24.3481004791666,1.5195270587147247,11.26391022550572,11.591204536746506
NUE,30.672605358023702,7.796793895041401,14.717383841690497,7.562413261871886
NVDA,12.927897662168556,2.550095164085358,4.740222536788492,5.826787234609493
NVR,21.18497061990103,9.383877843683672,6.781128976940964,4.928318949251128
NWSA,9.398526802227874,0.03174531075300746,4.578167647836031,4.773777018574506
NXPI,17.859438158841975,8.489546605850945,4.999186077200871,4.416944944478265
O,14.469529586130582,3.958904099669482,4.80467137856076,5.733504533020411
OKE,26.71888902552404,11.43334278989097,10.717077900782705,2.6916926653101143
OMC,14.834754264728256,0.20533862334505212,8.875351999211244,5.269666124195621
ON,22.056084106388262,12.397670677198246,5.311751052998615,4.183192294636638
ORCL,13.321280819030779,1.3870090500568177,5.99794669479679,5.945201686676308
ORLY,11.885383844576177,0.26101944810158195,8.48091329525423,2.99886836389108
OXY,38.9111083043551,23.584292399565847,9.169099653736257,6.16615721392615
PANW,13.56647968632873,0.6658334828334294,8.181771386615589,4.498781564738881
PARA,12.058855181724041,0.5601761968110059,6.72969473968372,4.758984350338184
PAYX,17.17386017877022,3.4427751232159416,7.539448453899519,6.160900967667172
PCAR,24.689676009983906,8.138888371732563,9.420224146853542,7.596161627389309
PCG,27.7660833705862,10.157446699078339,14.791955236932356,2.6643633050018725
PEG,21.302013238663093,9.016917045516816,8.391230289735754,4.569152379796052
PEP,20.339482641075723,6.8582225280431,9.201428030316473,4.251551632609285
PFE,18.919810909318258,2.6700887657431522,8.585814798885878,7.6902431991503075
PFG,10.432061401767747,0.1418814043727567,5.234144422603524,5.414424004741366
PG,26.549707800166754,9.029114230611972,11.676691819727916,5.695050733672847
PGR,18.961478897415667,1.3772267775439444,8.90420468562347,8.581645519296336
PH,27.131640428344618,9.292152637671615,12.881905998500283,5.001817686554761
PHM,20.96864923663913,10.694039169734149,5.673245006127451,4.655504724308533
PKG,16.746079020186166,12.292795677260788,1.1150408228629531,3.4762618209690546
PLD,10.439560361978767,2.853114403026684,3.09975744607067,4.463621321621188
PM,25.54741524606855,3.770072164876944,12.992733995938185,8.788298278655018
PNC,25.12173540271707,1.9534227729827447,13.628739853715768,9.501153004239372
PNR,20.523165603486824,5.661745727776552,9.656479116484686,5.193043337409308
PNW,26.950333831364382,13.948635882304563,8.170808530482194,4.947983928565817
PPG,22.560542119963127,9.706782387341715,7.500666413157738,4.400212768959466
PPL,26.944343048950053,15.388215466813472,7.29475327446652,4.328269561970363
PRU,18.46363672443917,0.5897384237684398,8.279858995429544,9.605818179786432
PSA,11.46651221324245,4.680165564091701,1.4076679856665135,5.784648225744162
PSX,33.92493603511791,20.518228308997898,8.387801001117898,5.145948893658614
PTC,18.65020287333497,5.423785917015168,8.279914822431177,5.297844594644616
PWR,38.87248255232173,12.576156080638947,16.069628883958075,7.42393043297059
PYPL,16.040715476202596,3.2556715128940406,8.786402079179853,4.158314707728807
QCOM,12.669341642036693,5.634153265041084,3.886203423125399,2.593696014999427
RCL,18.65143402783972,7.929603640195685,6.934954612728423,3.8488925020906573
REG,11.476159035179517,4.067918692005816,3.278020236350084,4.137174236011427
REGN,16.3827871020518,0.7035996482649629,9.70001930834805,5.767864437487808
RF,13.835494872940894,1.5715607672302743,5.229314347206926,7.256280529522456
RJF,25.360691278644392,2.107231606503153,11.235960795884926,12.877678355890334
RL,13.688212536990747,1.0695851841297195,8.116939693667486,5.1835886707770396
RMD,25.294145658147457,3.484749922345955,12.772257762538818,8.370312356007828
ROK,17.110801536195048,7.155168242693387,6.083846326907008,4.5643129249070284
ROL,19.3229026517483,-0.09396182825702866,12.865255450477125,6.116327944588728
ROP,18.203276615320796,4.234881745141545,8.878348264726473,4.776209840958247
ROST,17.800848513028495,1.9454476517679389,10.63213879528458,5.089969252722442
RSG,18.53412277295318,10.324130391939686,5.289900848796683,2.8367839720635977
RTX,30.867218483605818,7.089647125282908,18.502015002513456,5.270539134031365
RVTY,13.33868490589633,2.520690405493667,9.409731333577808,1.4382698137514673
SBAC,8.844812019157349,3.5578431886501285,1.6532220253516552,3.5574228407963027
SBUX,23.82631624468706,7.97038288791588,12.763641862109893,3.384086770706319
SCHW,22.608977532077454,2.5841475373882625,7.778344620901587,11.800662925874432
SHW,29.21606687841292,15.078773448046679,9.393214402945807,4.726798091409807
SJM,28.42382422168212,12.31464077094074,12.502746445951093,3.6937798785461675
SLB,18.451690345547632,5.979964871964624,7.523139331850419,4.487140205540522
SNA,28.577838180629065,9.126670906522165,12.29625399484799,6.506011329443221
SNPS,12.538212023461694,3.9227156305731192,5.364241053063982,3.20221470768533
SO,29.035960630842265,12.400941567994355,9.68583439892011,7.173330628353197
SPG,12.651018846827396,3.4574007435724305,3.7806076449979686,5.309655780890984
SPGI,11.82979522723663,-0.34849386655931286,6.423702999077891,5.92091326212188
SRE,21.670510486181456,10.62846449638393,7.04082445603405,4.072823593233838
STLD,30.92190151229654,8.655162216133713,14.196101707369001,8.027310765676742
STT,23.167672489418365,1.7247859217592876,12.25993942508137,9.203830875430963
STX,8.349106234238263,0.4700934077373442,4.581815287415801,-1.8039662469040827
STZ,26.53687538742532,10.83515095015515,11.66907536284446,4.064411569580012
SWK,24.049535264889183,6.060359431280432,12.265529516374801,5.963775878064001
SWKS,24.33405658168461,9.884844097767077,8.16821306395739,5.603655827682062
SYF,16.817323319923794,0.1505468192035343,9.876298933652151,5.544920234672776
SYK,22.505368868892926,3.6604723941051787,11.744410869701392,8.060106306144577
SYY,15.74817693784517,6.391414909128548,6.019453736876219,3.365856038095502
T,23.451381223565228,4.103022258076903,12.754670362186678,6.700812798314017
TAP,27.196453476409005,10.513326629974124,11.075388774267857,5.621702680826291
TDG,37.74250259080203,12.418855661371392,17.45129545257667,7.890216897517353
TEL,15.192108814135784,6.220676591724827,5.618992323606021,3.386919472947042
TER,14.62007264447278,6.927870909420572,4.606486539298364,3.5712038790529848
TFC,0.5102290575594088,0.32934160497125237,-5.79736835153401,5.948257726497965
TFX,24.955507886419888,4.121019697576565,13.696229662452158,6.820266637275859
TGT,16.28799570288456,1.7512225203996852,10.950817328644764,3.9303649616343095
TJX,15.231425535131368,2.2412204461808187,8.5700666589608,4.110284977645987
TMO,11.292481390682521,1.4408131936292816,3.626244656357231,6.234673071015175
TMUS,23.276446006592714,3.796136407857098,13.00840530613026,6.608409366810983
