year,Company_Symbol,Total-Score,E-Score,S-Score,G-Score
2027,ANET,12.582103791398808,0.2743755946947648,7.642143327527067,3.9608604145357758
2028,ANET,9.757018028923692,0.5193169808742127,6.782143271649023,1.8108256520098802
2029,ANET,9.455774723277756,0.4127649550609016,6.590187881210902,1.4419900329612432
2020,ANSS,15.395,0.94,9.46,4.993333333333333
2021,ANSS,14.976,1.13,8.96,4.876
2022,ANSS,13.123333333333337,0.86,7.32,4.933333333333334
2023,ANSS,14.47,2.185,7.32,4.965
2024,ANSS,14.5,3.61,7.330000000000001,3.56
2025,ANSS,13.851970299160849,3.929141124394861,6.457820607883676,3.629142721159296
2026,ANSS,13.38935588103092,4.275758600969512,5.651774374140549,3.6791484094598035
2027,ANSS,13.113183078985783,4.648665063620251,4.912364262772307,3.7108146968957954
2028,ANSS,13.72363322710649,6.4447429417351465,5.153153083570284,2.305816050761403
2029,ANSS,13.074938437163073,6.765514506927715,4.280818917712881,2.3749689852884
2020,AON,23.0,0.06,10.44,12.5
2024,AON,15.29,0.07,5.63,9.59
2025,AON,7.5800088,0.08000003032,0.8199979401600002,6.6800004775
2026,AON,-0.1299867999999995,0.09000004048000002,-3.9900030897600005,3.7700007162499993
2027,AON,-7.861105675616438,0.1000274479281096,-8.81318220469348,0.852028352914383
2028,AON,-15.571101275616437,0.11002745808810958,-13.623183234613478,-2.057971408335618
2029,AON,-23.281096875616438,0.1200274682481096,-18.433184264533477,-4.967971169585617
2020,AOS,31.06833333333333,10.208333333333334,13.145,7.718333333333333
2021,AOS,29.682,8.565999999999999,13.596,7.525999999999999
2022,AOS,24.866666666666664,7.12,11.353333333333332,6.3933333333333335
2023,AOS,25.435,7.220000000000001,11.87,6.345
2024,AOS,26.82,6.65,13.55,6.61
2025,AOS,24.349568529426236,5.361451643661956,12.945570005737927,6.063143083568569
2026,AOS,22.177581421876205,4.319730921485366,12.33862780430053,5.5378114428747365
2027,AOS,20.29089352571145,3.5236056513108043,11.731283812670425,5.034338363266196
2028,AOS,22.430486499434394,3.3330367859389445,13.701422641070776,5.425701230623606
2029,AOS,19.974619051402346,2.0459947169861987,13.095699758411428,4.8788188682577065
2020,APA,38.405,21.53,8.325000000000001,8.553333333333333
2021,APA,38.81,21.98,8.88,7.96
2024,APA,43.080000000000005,27.69,8.26,7.12
2025,APA,45.791753555128295,30.137582653132135,8.286011849788741,6.154909238607949
2026,APA,49.39693310249147,32.59329991215987,8.035762743240628,8.538405182071516
2027,APA,51.42913526497427,35.593487149369814,8.049493943693228,7.825589504903876
2028,APA,54.07216200648193,38.74835625547094,7.9769639573790325,6.985590415372515
2029,APA,57.32613499140329,42.05764721306769,7.8181400780428545,6.020470013323816
2020,APD,11.636666666666663,6.276666666666666,1.6833333333333331,3.673333333333333
2021,APD,11.1725,6.0525,1.4625,3.6475
2022,APD,10.81,5.94,1.28,3.59
2023,APD,12.26,7.42,1.5,3.35
2024,APD,14.83,8.45,3.44,2.94
2025,APD,14.456785858451509,8.62990772981146,3.2324193153192455,2.7384322234354146
2026,APD,14.60856113045817,8.961840680686365,3.1593180269378234,2.5172448886837824
2027,APD,15.28567285323791,9.445436830232838,3.2213368733839793,2.277246402517806
2028,APD,18.156058148627658,10.898876061387831,5.222298493309305,1.8672421096617495
2029,APD,17.78337927332762,11.079495242658028,5.014723142164508,1.6657244883341988
2020,APH,23.945,10.185,5.988333333333333,7.77
2021,APH,23.324,9.636,5.92,7.768000000000001
2022,APH,21.586666666666662,8.04,5.5,8.04
2023,APH,20.46,7.68,5.065,7.705
2024,APH,17.89,8.21,4.77,4.9
2025,APH,16.80536806037599,7.264503141465016,4.348182689575244,5.0325136514482125
2026,APH,15.698113626997491,6.35331704902067,3.9193989972601497,5.0400543798420685
2027,APH,14.571408339438516,5.478361471077819,3.484399226421661,4.921136759738438
2028,APH,12.001527708732429,6.1533606383129005,3.189399104982556,2.051704050977502
2029,APH,10.917072824356268,5.206471119071136,2.767446723705424,2.1847578343332383
2020,APTV,17.169999999999998,3.97,6.378333333333334,6.82
2021,APTV,13.814000000000002,3.766,4.71,5.3340000000000005
2022,APTV,12.283333333333331,2.9033333333333338,4.156666666666666,5.22
2023,APTV,11.085,1.97,3.845,5.265
2024,APTV,12.89,4.35,4.56,3.97
2025,APTV,10.846275665506656,3.777082082197343,3.627026413105662,3.385338891504028
2026,APTV,9.225248644069723,3.090990110699554,2.811390959538633,2.907684587589354
2027,APTV,8.02690711488808,2.2933561281374075,2.11243884436949,2.538327101179669
2028,APTV,9.831926710003346,4.576538262224435,3.06363532270115,1.5127699218771358
2029,APTV,7.787606776012206,4.0028984978398086,2.1318494998042303,0.9266470783710312
2020,ARE,15.07,1.97,7.36,5.73
2021,ARE,15.21,2.576,6.706,5.928
2022,ARE,15.026666666666666,2.98,6.27,5.78
2023,ARE,13.87,3.91,3.66,6.295
2024,ARE,13.14,2.85,3.69,6.59
2025,ARE,12.57426883819803,3.3987659642256336,2.6292638810779714,6.651111673954555
2026,ARE,11.714183999525805,4.02095400598046,1.4762088416959926,6.8058369853932925
2027,ARE,10.557516389950091,4.714913192932648,0.23195765556129544,7.052891865827682
2028,ARE,9.827519237094725,3.735493238831241,-0.30101414509408464,7.429899492408854
2029,ARE,9.262522698342941,4.285438547382975,-1.3626897179410324,7.492401941189416
2020,ATO,35.535000000000004,14.343333333333334,14.536666666666669,6.653333333333333
2021,ATO,33.258,13.419999999999998,13.086000000000002,6.752
2022,ATO,33.78666666666667,14.153333333333334,13.05,6.583333333333333
2023,ATO,34.7,14.83,13.42,6.45
2024,ATO,31.23,13.71,13.21,4.31
2025,ATO,31.547052471076498,13.424082469751655,12.815506094429123,4.1592193942875335
2026,ATO,32.16821395334615,13.64421108810574,12.804651816049311,4.017921833952145
2027,ATO,33.0815337107803,14.37040208803093,13.174651474801037,3.884590892855898
2028,ATO,29.611548362189083,13.311412935200277,12.964659703548678,1.7445855605123075
2029,ATO,29.92887034758688,13.025010132394806,12.57039191404357,1.593807813601547
2020,AVB,12.416666666666666,3.51,3.553333333333333,5.353333333333333
2021,AVB,11.28,3.318,2.88,5.087999999999999
2022,AVB,10.393333333333333,2.9500000000000006,2.986666666666667,4.453333333333333
2023,AVB,9.76,2.96,2.05,4.75
2024,AVB,8.09,2.23,2.4,3.47
2025,AVB,7.640374296225971,1.9716420968300699,1.9770302500641108,3.1446919652261576
2026,AVB,7.099543093082062,1.7699814263493339,1.536763576559553,2.9004642627254906
2027,AVB,6.466215778214256,1.6248441959192796,1.0793019228488934,2.737761851975405
2028,AVB,4.7961919815916225,0.9446759283726736,1.2806270732388159,1.6231151491552946
2029,AVB,4.346331919181562,0.6863659271290431,0.8577444919214363,1.2971124868053507
2020,AVGO,26.09,8.991666666666667,8.388333333333334,8.713333333333333
2021,AVGO,25.516,8.96,8.66,7.903999999999999
2022,AVGO,23.413333333333338,8.866666666666667,7.5,7.04
2023,AVGO,19.98,7.34,6.0,6.64
2024,AVGO,19.2,8.12,6.86,4.21
2025,AVGO,18.23907199636109,7.8381364285519375,6.209898629169862,3.893743754715336
2026,AVGO,16.041773145660855,7.333393077404688,5.378080025203207,3.536898818944838
2027,AVGO,12.608430425701428,6.6083076851421865,4.364715443889043,3.1369004749366027
2028,AVGO,11.828453865905047,7.058817228442292,4.924859404306403,0.7068991877072683
2029,AVGO,10.866436989896954,6.774692036267645,4.275017909124276,0.3905792821467493
2020,AVY,18.743333333333336,12.78,1.755,4.218333333333333
2021,AVY,18.118,12.192,1.93,3.996
2022,AVY,16.113333333333333,11.07,1.403333333333333,3.64
2023,AVY,15.725,11.0,1.045,3.69
2024,AVY,15.39,10.99,1.01,3.39
2025,AVY,14.22218850904411,10.16829834189512,0.761435273668458,3.1066881023297244
2026,AVY,13.116301866477295,9.52263929077184,0.49583927276805584,2.9126535731632086
2027,AVY,12.072848719548906,9.054581627261772,0.2117152780870497,2.8081158633434042
2028,AVY,11.91569921017655,9.166394226482764,0.09420577589816936,2.5586364242284665
